-7.068508871962037032e-01 8.704213984933941717e-01
-7.051058525701757451e-02 8.753081466186661830e-01
1.197910801263905589e-01 1.067935477381781739e+00
2.984001879249929545e-01 1.006928438162818296e+00
-5.525917366188564106e-01 1.452949538697631438e+00
-5.275893933338875463e-01 1.177243954037594076e+00
2.289028031679322117e-01 6.414516006606454379e-01
3.121322023051925285e-02 1.752059772540235372e+00
3.381813993563539400e-01 1.016754493153939620e+00
-6.984909362582623071e-01 1.422804634517532474e+00
-5.989854011795203714e-01 1.335462563916165468e-01
-8.792931702476153299e-01 1.078729838707628952e+00
1.904315971635754112e-01 1.049917360685198142e+00
-1.792953829925339193e-01 5.830477625580643419e-01
7.782437352984861514e-03 1.094613387298581708e+00
-1.827027626992727971e-01 1.448073736323527427e+00
4.587286850186203524e-01 9.036055121097352760e-01
-5.375682398897051184e-02 1.218083240105583887e+00
4.527886506719832060e-01 1.063925081016519725e+00
3.506623854928935802e-01 3.309308921076906662e-01
-1.730049519794575552e+00 9.756744278262029502e-01
3.034214164220715160e-02 1.786080280256484576e+00
-2.282858183357621140e-01 9.223754793328212687e-01
-3.326906312754344119e-01 6.918287219624045248e-01
9.509185559965710466e-01 1.160910856139863556e+00
-2.208011034617315682e-01 1.359519182015863414e+00
5.014308343418812930e-01 8.616809371827346409e-01
4.062119791802221158e-01 9.978441261611491475e-01
-3.261808473677009212e-01 1.253851956706640625e+00
-9.384122266458547190e-02 1.087380584398571326e+00
2.831734380739727719e+00 4.200087358898976220e-01
2.392848910128904993e+00 6.857786098881671899e-01
1.959663826594718605e+00 1.190996879860474866e+00
1.970967483724908709e+00 5.798748135277649318e-01
2.532190890158702246e+00 1.866146517258099546e+00
1.637845456716563675e+00 6.377873337528057185e-01
2.411315668442148397e+00 -2.475776840458854267e-01
1.439002569761470784e+00 9.368488018010180385e-01
2.358087679214174948e+00 1.223425832600814500e+00
2.111092573033652720e+00 7.867535330511843394e-01
1.728202078440840506e+00 1.152215345125059187e+00
1.904640852085592861e+00 1.008566583866177258e+00
2.067521842423878375e+00 1.527922351327991812e+00
1.660784931656968944e+00 8.395967994740269891e-01
1.072524732757967669e+00 6.351047189763145973e-01
1.281055239263188206e+00 1.597868318722888592e+00
2.305335222877380907e+00 2.841155758641304985e+00
1.384387452767090965e+00 9.532042487190902635e-01
1.804966021245087315e+00 1.368415649573023085e+00
2.077906347542996190e+00 1.717921751565865129e-01
2.279244234819231885e+00 1.582067276809969059e+00
1.858904948631792564e+00 1.620160253711492526e+00
2.286144450629103098e+00 1.344314754198359996e+00
1.494054823017956224e+00 6.398421789210342325e-01
1.538074461123730030e+00 1.007109380215525318e+00
1.373919437671518473e+00 2.162545560277426837e+00
1.739143580085863672e+00 1.388985981547359305e+00
1.670816903781698226e+00 7.965758876659547738e-01
1.779317953674169672e+00 -5.343512181678944373e-02
2.287867041326709927e+00 1.233466798487238503e+00
2.281895870137802262e+00 1.527882261921060358e+00
2.502896659097889831e+00 1.015893748900247306e+00
2.280744329081264343e+00 8.214490826679817781e-01
2.282899347855093186e+00 1.372847051372260596e+00
2.149837998496872071e+00 1.323841565813230980e+00
2.455665918748586307e+00 -3.808671528944282958e-01
2.334322009603155390e+00 9.216128437928703399e-01
2.095235210199232423e+00 9.497803947286705961e-01
2.204160338254386620e+00 3.806190411821878117e-01
1.878675246333841420e+00 1.180168828457327734e+00
2.004009946888315685e+00 6.396277159333193518e-01
1.964927164536159898e+00 1.672050593238606497e+00
2.406702339413223868e+00 6.838656030207713732e-01
1.787782246327375146e+00 8.758888319788539212e-01
2.081583222663557997e+00 1.348737068609703771e+00
2.415455664157045934e+00 1.042962400926586763e+00
2.357343059546415542e+00 1.004297894587993012e+00
1.928703731339916905e+00 1.289569436705197969e+00
2.364034982348631075e+00 9.637983015228904771e-01
9.076277299739994309e-01 7.046148128668310306e-01
1.243012188046264122e+00 1.376656364340384187e+00
2.355059115542109449e+00 1.467798201263690983e+00
2.116454616334744188e+00 2.276102175094805169e+00
1.898435445943431832e+00 3.454880206766344219e-01
1.868793611966695467e+00 1.020289850047294111e+00
2.307000792071562056e+00 5.165685374093851312e-01
1.310486999420669374e+00 8.622761698258895047e-01
2.383734636983776856e+00 7.416780401234546183e-01
2.640347998228197657e+00 1.911101973987915592e+00
1.392075116365584897e+00 7.279548047994565119e-01
1.818266794704792355e+00 1.941464266900982949e+00
2.150705450888527270e+00 8.450794412236889430e-01
1.613292951111350515e+00 1.702687167278020386e+00
2.728004636017816953e+00 -1.930614190935879826e-01
1.166268729043721031e+00 1.352888013516711396e+00
2.130808245208590801e+00 1.169413040794330838e+00
1.695602844750024873e+00 1.440074864639362850e+00
1.094397437693858333e+00 1.083555686804543949e+00
1.785766985812844210e+00 1.419783722472153231e-01
1.935898443684904935e+00 9.941907941449651398e-01
